Polling Firm,Commissioners,Fieldwork Start,Fieldwork End,Scope,Sample Size,Sample Size Qualification,Participation,Precision,Party,Percent,Party_Gr,Party_En,Acronym
Pulse RC,ΣΚΑΪ,2023-05-04,2023-05-07,National,1064,Provided,Not Available,0.1%,ND,0.368,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2023-05-03,2023-05-06,National,1000,Provided,Not Available,0.1%,ND,0.368,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2023-04-25,2023-05-05,National,1305,Provided,Not Available,0.1%,ND,0.354,Νέα Δημοκρατία,ND,ΝΔ
GPO,Τα Νέα,2023-05-02,2023-05-03,National,1000,Provided,Not Available,0.1%,ND,0.37,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2023-04-27,2023-04-30,National,1705,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Attica TV,2023-04-27,2023-04-30,National,1147,Provided,Not Available,0.1%,ND,0.35200000000000004,Νέα Δημοκρατία,ND,ΝΔ
MRB,Open TV,2023-04-24,2023-04-26,National,1000,Provided,Not Available,0.1%,ND,0.341,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2023-04-19,2023-04-23,National,1051,Provided,Not Available,0.1%,ND,0.363,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2023-04-18,2023-04-22,National,1000,Provided,Not Available,0.1%,ND,0.358,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,The TOC,2023-04-18,2023-04-21,National,1003,Provided,Not Available,0.1%,ND,0.364,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Το Βήμα,2023-04-19,2023-04-20,National,1007,Provided,Not Available,0.1%,ND,0.33799999999999997,Νέα Δημοκρατία,ND,ΝΔ
GPO,Παραπολιτικά,2023-04-03,2023-04-05,National,1000,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2023-03-30,2023-04-03,National,1107,Provided,Not Available,0.1%,ND,0.353,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2023-03-28,2023-04-01,National,1415,Provided,Not Available,0.1%,ND,0.35,Νέα Δημοκρατία,ND,ΝΔ
Rass,Action 24,2023-03-27,2023-03-31,National,1001,Provided,Not Available,0.1%,ND,0.32899999999999996,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2023-03-27,2023-03-30,National,1213,Provided,Not Available,0.1%,ND,0.35100000000000003,Νέα Δημοκρατία,ND,ΝΔ
Palmos Analysis,Tvxs.gr,2023-03-27,2023-03-30,National,1083,Provided,Not Available,0.1%,ND,0.31,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2023-03-24,2023-03-28,National,1085,Provided,Not Available,0.1%,ND,0.33899999999999997,Νέα Δημοκρατία,ND,ΝΔ
MRB,Newsbomb,2023-03-24,2023-03-28,National,1000,Provided,Not Available,0.1%,ND,0.33299999999999996,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2023-03-22,2023-03-28,National,1306,Provided,Not Available,0.1%,ND,0.325,Νέα Δημοκρατία,ND,ΝΔ
Rass,iefimerida,2023-03-24,2023-03-27,National,1030,Provided,Not Available,0.1%,ND,0.344,Νέα Δημοκρατία,ND,ΝΔ
GPO,Star TV,2023-03-18,2023-03-21,National,1200,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2023-03-13,2023-03-17,National,1001,Provided,Not Available,0.1%,ND,0.33,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2023-03-13,2023-03-15,National,1121,Provided,Not Available,0.1%,ND,0.345,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2023-03-07,2023-03-13,National,1201,Provided,Not Available,0.1%,ND,0.337,Νέα Δημοκρατία,ND,ΝΔ
MRB,Open TV,2023-03-06,2023-03-13,National,1450,Provided,Not Available,0.1%,ND,0.332,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Attica TV,2023-03-08,2023-03-11,National,1102,Provided,Not Available,0.1%,ND,0.337,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2023-03-06,2023-03-09,National,1305,Provided,Not Available,0.1%,ND,0.337,Νέα Δημοκρατία,ND,ΝΔ
GPO,Παραπολιτικά,2023-03-06,2023-03-08,National,1000,Provided,Not Available,0.1%,ND,0.35200000000000004,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2023-03-04,2023-03-07,National,1241,Provided,Not Available,0.1%,ND,0.34700000000000003,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2023-02-16,2023-02-20,National,1505,Provided,Not Available,0.1%,ND,0.366,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,The TOC,2023-02-14,2023-02-17,National,1004,Provided,Not Available,0.1%,ND,0.385,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2023-02-13,2023-02-17,National,1001,Provided,Not Available,0.1%,ND,0.366,Νέα Δημοκρατία,ND,ΝΔ
GPO,Παραπολιτικά,2023-02-07,2023-02-09,National,1000,Provided,Not Available,0.1%,ND,0.381,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2023-02-03,2023-02-08,National,1009,Provided,Not Available,0.1%,ND,0.375,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2023-01-24,2023-01-31,National,1585,Provided,Not Available,0.1%,ND,0.375,Νέα Δημοκρατία,ND,ΝΔ
MRB,Open TV,2023-01-23,2023-01-24,National,1000,Provided,Not Available,0.1%,ND,0.36,Νέα Δημοκρατία,ND,ΝΔ
GPO,Star TV,2023-01-20,2023-01-24,National,1200,Provided,Not Available,0.1%,ND,0.381,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2023-01-19,2023-01-23,National,1205,Provided,Not Available,0.1%,ND,0.37200000000000005,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Attica TV,2023-01-19,2023-01-23,National,1018,Provided,Not Available,0.1%,ND,0.366,Νέα Δημοκρατία,ND,ΝΔ
Rass,Action 24,2023-01-16,2023-01-20,National,1003,Provided,Not Available,0.1%,ND,0.34700000000000003,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2023-01-11,2023-01-17,National,1309,Provided,Not Available,0.1%,ND,0.365,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2023-01-12,2023-01-16,National,1675,Provided,Not Available,0.1%,ND,0.36,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,The TOC,2023-01-11,2023-01-13,National,1005,Provided,Not Available,0.1%,ND,0.386,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2023-01-09,2023-01-13,National,1002,Provided,Not Available,0.1%,ND,0.358,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2022-12-16,2022-12-21,National,1003,Provided,Not Available,0.1%,ND,0.37,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-12-18,2022-12-19,National,1103,Provided,Not Available,0.1%,ND,0.379,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-12-15,2022-12-19,National,1655,Provided,Not Available,0.1%,ND,0.36700000000000005,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2022-12-13,2022-12-15,National,1000,Provided,Not Available,0.1%,ND,0.368,Νέα Δημοκρατία,ND,ΝΔ
MRB,,2022-12-01,2022-12-09,National,2000,Provided,Not Available,0.1%,ND,0.335,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,Lykavitos,2022-11-29,2022-12-02,National,1251,Provided,Not Available,0.1%,ND,0.381,Νέα Δημοκρατία,ND,ΝΔ
RASS,Action 24,2022-11-28,2022-12-02,National,1002,Provided,Not Available,0.1%,ND,0.355,Νέα Δημοκρατία,ND,ΝΔ
GPO,Star TV,2022-11-24,2022-11-28,National,1200,Provided,Not Available,0.1%,ND,0.371,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-11-22,2022-11-27,National,1030,Provided,Not Available,0.1%,ND,0.368,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2022-11-19,2022-11-22,National,1905,Provided,Not Available,0.1%,ND,0.359,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-11-19,2022-11-22,National,1205,Provided,Not Available,0.1%,ND,0.366,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-11-17,2022-11-21,National,1605,Provided,Not Available,0.1%,ND,0.35700000000000004,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2022-11-14,2022-11-18,National,1000,Provided,Not Available,0.1%,ND,0.353,Νέα Δημοκρατία,ND,ΝΔ
GPO,Παραπολιτικά,2022-11-08,2022-11-10,National,1000,Provided,Not Available,0.1%,ND,0.366,Νέα Δημοκρατία,ND,ΝΔ
MRB,Open TV,2022-10-31,2022-11-02,National,1000,Provided,Not Available,0.1%,ND,0.355,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-10-23,2022-10-25,National,1207,Provided,Not Available,0.1%,ND,0.37200000000000005,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-10-18,2022-10-22,National,1050,Provided,Not Available,0.1%,ND,0.374,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-10-13,2022-10-19,National,1575,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2022-10-12,2022-10-15,National,1200,Provided,Not Available,0.1%,ND,0.376,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2022-10-10,2022-10-14,National,1002,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
MRB,Newsbomb,2022-10-10,2022-10-12,National,1000,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-09-22,2022-09-27,National,1455,Provided,Not Available,0.1%,ND,0.353,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2022-09-22,2022-09-26,National,1300,Provided,Not Available,0.1%,ND,0.358,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-09-20,2022-09-24,National,1166,Provided,Not Available,0.1%,ND,0.376,Νέα Δημοκρατία,ND,ΝΔ
Palmos Analysis,The Caller,2022-09-20,2022-09-23,National,1027,Provided,Not Available,0.1%,ND,0.365,Νέα Δημοκρατία,ND,ΝΔ
Alco,Alpha TV,2022-09-19,2022-09-23,National,1001,Provided,Not Available,0.1%,ND,0.359,Νέα Δημοκρατία,ND,ΝΔ
MRB,Open TV,2022-09-19,2022-09-21,National,1000,Provided,Not Available,0.1%,ND,0.35700000000000004,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-09-18,2022-09-20,National,1012,Provided,Not Available,0.1%,ND,0.379,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-09-12,2022-09-15,National,1105,Provided,Not Available,0.1%,ND,0.379,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,Mononews,2022-09-12,2022-09-14,National,1004,Provided,Not Available,0.1%,ND,0.38299999999999995,Νέα Δημοκρατία,ND,ΝΔ
GPO,Παραπολιτικά,2022-09-12,2022-09-14,National,1000,Provided,Not Available,0.1%,ND,0.37200000000000005,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-09-08,2022-09-09,National,1006,Provided,Not Available,0.1%,ND,0.368,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2022-09-02,2022-09-05,National,1010,Provided,Not Available,0.1%,ND,0.35700000000000004,Νέα Δημοκρατία,ND,ΝΔ
MRB,Newsbomb,2022-08-31,2022-09-05,National,1000,Provided,Not Available,0.1%,ND,0.345,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2022-08-29,2022-08-31,National,1003,Provided,Not Available,0.1%,ND,0.34,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-08-23,2022-08-29,National,1569,Provided,Not Available,0.1%,ND,0.358,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2022-08-22,2022-08-25,National,1001,Provided,Not Available,0.1%,ND,0.364,Νέα Δημοκρατία,ND,ΝΔ
GPO,Τα Νέα,2022-08-22,2022-08-24,National,1000,Provided,Not Available,0.1%,ND,0.358,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2022-07-21,2022-07-24,National,1300,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2022-07-16,2022-07-20,National,1009,Provided,Not Available,0.1%,ND,0.37200000000000005,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,tomanifesto.gr,2022-07-12,2022-07-15,National,1015,Provided,Not Available,0.1%,ND,0.369,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-07-11,2022-07-13,National,1351,Provided,Not Available,0.1%,ND,0.369,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-07-04,2022-07-06,National,1305,Provided,Not Available,0.1%,ND,0.36,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2022-06-27,2022-07-04,National,1400,Provided,Not Available,0.1%,ND,0.35200000000000004,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2022-06-28,2022-07-01,National,1200,Provided,Not Available,0.1%,ND,0.37799999999999995,Νέα Δημοκρατία,ND,ΝΔ
MRB,,2022-06-22,2022-06-30,National,2000,Provided,Not Available,0.1%,ND,0.341,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-06-22,2022-06-25,National,1059,Provided,Not Available,0.1%,ND,0.371,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-06-06,2022-06-08,National,1206,Provided,Not Available,0.1%,ND,0.364,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2022-05-30,2022-06-01,National,1070,Provided,Not Available,0.1%,ND,0.36,Νέα Δημοκρατία,ND,ΝΔ
Κάπα Research,,2022-05-27,2022-06-01,National,1004,Provided,Not Available,0.1%,ND,0.376,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-05-24,2022-05-31,National,1485,Provided,Not Available,0.1%,ND,0.353,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2022-05-23,2022-05-28,National,1000,Provided,Not Available,0.1%,ND,0.355,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2022-05-16,2022-05-23,National,1300,Provided,Not Available,0.1%,ND,0.361,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-05-18,2022-05-22,National,1037,Provided,Not Available,0.1%,ND,0.37,Νέα Δημοκρατία,ND,ΝΔ
MRB,Newsbomb,2022-05-16,2022-05-18,National,1004,Provided,Not Available,0.1%,ND,0.35,Νέα Δημοκρατία,ND,ΝΔ
GPO,Τα Νέα,2022-05-16,2022-05-18,National,1000,Provided,Not Available,0.1%,ND,0.376,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,tomanifesto.gr,2022-05-11,2022-05-13,National,1001,Provided,Not Available,0.1%,ND,0.36700000000000005,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-05-09,2022-05-11,National,1206,Provided,Not Available,0.1%,ND,0.354,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2022-05-07,2022-05-11,National,1014,Provided,Not Available,0.1%,ND,0.369,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-05-04,2022-05-09,National,1485,Provided,Not Available,0.1%,ND,0.349,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2022-05-04,2022-05-07,National,1200,Provided,Not Available,0.1%,ND,0.361,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2022-04-26,2022-04-30,National,1000,Provided,Not Available,0.1%,ND,0.355,Νέα Δημοκρατία,ND,ΝΔ
DATA RC,Πελοπόννησος & Dnews,2022-03-28,2022-04-15,National,1026,Provided,Not Available,0.1%,ND,0.36,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2022-04-08,2022-04-11,National,1236,Provided,Not Available,0.1%,ND,0.355,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-03-30,2022-04-05,National,1410,Provided,Not Available,0.1%,ND,0.342,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,Mononews,2022-03-30,2022-04-01,National,1001,Provided,Not Available,0.1%,ND,0.368,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-03-27,2022-03-29,National,1207,Provided,Not Available,0.1%,ND,0.354,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2022-03-21,2022-03-26,National,1000,Provided,Not Available,0.1%,ND,0.36200000000000004,Νέα Δημοκρατία,ND,ΝΔ
MRB,Newsbomb,2022-03-18,2022-03-26,National,1000,Provided,Not Available,0.1%,ND,0.349,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2022-03-16,2022-03-21,National,1304,Provided,Not Available,0.1%,ND,0.342,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-03-16,2022-03-21,National,1070,Provided,Not Available,0.1%,ND,0.35600000000000004,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2022-03-11,2022-03-14,National,1000,Provided,Not Available,0.1%,ND,0.36700000000000005,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2022-03-09,2022-03-11,National,1000,Provided,Not Available,0.1%,ND,0.376,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2022-03-08,2022-03-10,National,1026,Provided,Not Available,0.1%,ND,0.373,Νέα Δημοκρατία,ND,ΝΔ
Abacus Research,Alpha TV,2022-03-02,2022-03-08,National,1026,Provided,Not Available,0.1%,ND,0.345,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-03-02,2022-03-06,National,1405,Provided,Not Available,0.1%,ND,0.365,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-02-25,2022-02-28,National,1205,Provided,Not Available,0.1%,ND,0.36200000000000004,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2022-02-14,2022-02-18,National,1000,Provided,Not Available,0.1%,ND,0.373,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-02-10,2022-02-14,National,1406,Provided,Not Available,0.1%,ND,0.368,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-02-08,2022-02-12,National,1037,Provided,Not Available,0.1%,ND,0.373,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,tomanifesto.gr,2022-02-07,2022-02-12,National,1251,Provided,Not Available,0.1%,ND,0.385,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2022-01-31,2022-02-03,National,1000,Provided,Not Available,0.1%,ND,0.36200000000000004,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2022-01-28,2022-01-31,National,1000,Provided,Not Available,0.1%,ND,0.37,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2022-01-26,2022-01-29,National,1308,Provided,Not Available,0.1%,ND,0.35200000000000004,Νέα Δημοκρατία,ND,ΝΔ
Abacus Research,Alpha TV,2022-01-19,2022-01-23,National,1012,Provided,Not Available,0.1%,ND,0.39,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2022-01-18,2022-01-22,National,1002,Provided,Not Available,0.1%,ND,0.382,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2022-01-12,2022-01-18,National,1306,Provided,Not Available,0.1%,ND,0.361,Νέα Δημοκρατία,ND,ΝΔ
Prorata,iEidiseis,2022-01-14,2022-01-16,National,1000,Provided,Not Available,0.1%,ND,0.374,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2022-01-10,2022-01-12,National,1414,Provided,Not Available,0.1%,ND,0.379,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2021-12-13,2021-12-18,National,1000,Provided,Not Available,0.1%,ND,0.373,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2021-12-13,2021-12-17,National,1000,Provided,Not Available,0.1%,ND,0.38,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2021-12-13,2021-12-16,National,1010,Provided,Not Available,0.1%,ND,0.385,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2021-12-14,2021-12-15,National,1885,Provided,Not Available,0.1%,ND,0.379,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2021-12-13,2021-12-15,National,1365,Provided,Not Available,0.1%,ND,0.381,Νέα Δημοκρατία,ND,ΝΔ
Κάπα Research,,2021-12-13,2021-12-14,National,1003,Provided,Not Available,0.1%,ND,0.39299999999999996,Νέα Δημοκρατία,ND,ΝΔ
MRB,,2021-12-13,2021-12-14,National,1000,Provided,Not Available,0.1%,ND,0.379,Νέα Δημοκρατία,ND,ΝΔ
MRB,,2021-12-01,2021-12-10,National,1500,Provided,Not Available,0.1%,ND,0.382,Νέα Δημοκρατία,ND,ΝΔ
GPO,Παραπολιτικά,2021-11-22,2021-11-25,National,1000,Provided,Not Available,0.1%,ND,0.40399999999999997,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2021-11-20,2021-11-25,National,4012,Provided,Not Available,0.1%,ND,0.382,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Mega TV,2021-11-16,2021-11-23,National,1503,Provided,Not Available,0.1%,ND,0.4,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2021-11-15,2021-11-20,National,1000,Provided,Not Available,0.1%,ND,0.38299999999999995,Νέα Δημοκρατία,ND,ΝΔ
Marc,Πρώτο ΘΕΜΑ,2021-11-14,2021-11-18,National,1003,Provided,Not Available,0.1%,ND,0.413,Νέα Δημοκρατία,ND,ΝΔ
MRB,Star,2021-11-12,2021-11-17,National,3281,Provided,Not Available,0.1%,ND,0.382,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2021-11-08,2021-11-13,National,1003,Provided,Not Available,0.1%,ND,0.42100000000000004,Νέα Δημοκρατία,ND,ΝΔ
Metron Analysis,Το Βήμα,2021-11-01,2021-11-09,National,2511,Provided,Not Available,0.1%,ND,0.369,Νέα Δημοκρατία,ND,ΝΔ
Interview,Politic.gr,2021-11-03,2021-11-08,National,1734,Provided,Not Available,0.1%,ND,0.4,Νέα Δημοκρατία,ND,ΝΔ
GPO,Powergame.gr,2021-10-27,2021-10-29,National,1000,Provided,Not Available,0.1%,ND,0.41600000000000004,Νέα Δημοκρατία,ND,ΝΔ
Pulse RC,ΣΚΑΪ,2021-10-22,2021-10-25,National,1907,Provided,Not Available,0.1%,ND,0.401,Νέα Δημοκρατία,ND,ΝΔ
Opinion Poll,Mononews,2021-10-13,2021-10-19,National,1005,Provided,Not Available,0.1%,ND,0.43700000000000006,Νέα Δημοκρατία,ND,ΝΔ
Alco,Open TV,2021-10-11,2021-10-16,National,1000,Provided,Not Available,0.1%,ND,0.397,Νέα Δημοκρατία,ND,ΝΔ
Interview,Political,2021-10-11,2021-10-14,National,1115,Provided,Not Available,0.1%,ND,0.4,Νέα Δημοκρατία,ND,ΝΔ
Prorata,Η Εφημερίδα των Συντακτών,2021-10-05,2021-10-12,National,1131,Provided,Not Available,0.1%,ND,0.40700000000000003,Νέα Δημοκρατία,ND,ΝΔ
Marc,ANT1,2021-10-06,2021-10-11,National,1007,Provided,Not Available,0.1%,ND,0.428,Νέα Δημοκρατία,ND,ΝΔ
